name,host_id,host_identity_verified,host_name,neighbourhood_group,neighbourhood,lat,long,country,country_code,instant_bookable,cancellation_policy,room_type,construction_year,price,service_fee,minimum_nights,number_of_reviews,last_review
Private room w/attached bath in hot of Flushing,80487783159,unconfirmed,Liqin,Queens,Flushing,40.75806,-73.82005,United States,US,0,moderate,Private room,2019,1002.0,200.0,1.0,24.0,2019-06-16
Large Private Bedroom 15 mins from Central Park,81025676690,unconfirmed,Julien,Manhattan,Harlem,40.81695,-73.94335,United States,US,1,strict,Private room,2018,861.0,172.0,2.0,3.0,2018-11-11
The BEST of SoBro,91515005414,verified,Charlie,Bronx,Mott Haven,40.80769,-73.91617,United States,US,1,moderate,Entire home/apt,2019,978.0,196.0,1.0,38.0,2019-06-30
Brooklyn Prospect Park South Master Suite,10343010955,verified,Sarahya,Brooklyn,Flatbush,40.64543,-73.96457,United States,US,1,strict,Private room,2011,1087.0,217.0,1.0,18.0,2019-06-22
Private Room Family & Friendly,92545065361,verified,Grisel,Brooklyn,Crown Heights,40.67718,-73.95852,United States,US,0,flexible,Private room,2016,671.0,134.0,2.0,1.0,2018-09-14
Couple room w/attached bath. In heart of Flushing,33738478377,unconfirmed,Liqin,Queens,Flushing,40.75746,-73.82013,United States,US,1,flexible,Private room,2017,899.0,180.0,1.0,28.0,2019-07-07
Casa familiar,55615523662,verified,Camilo,Bronx,Concourse,40.83703,-73.91643,United States,US,1,moderate,Private room,2006,314.0,63.0,2.0,32.0,2019-06-29
1 Bedroom in NYC's Lower East Side! | Chinatown,98717567185,unconfirmed,Greg,Manhattan,Lower East Side,40.71882,-73.98554,United States,US,1,moderate,Entire home/apt,2006,587.0,117.0,1.0,52.0,2019-07-04
ROYAL QUEENS  ASTORIA,15075819353,verified,Bianca,Queens,Astoria,40.769,-73.93284,United States,US,1,strict,Private room,2022,882.0,176.0,5.0,2.0,2018-10-12
Boho-Chic sleeps 4 TOP FLOOR penthouse prime WBURG,90237326166,verified,Emily,Brooklyn,Williamsburg,40.71227,-73.957,United States,US,1,strict,Entire home/apt,2017,1086.0,217.0,30.0,5.0,2019-07-02
"Large and clean room with a king size bed,",12143021763,unconfirmed,Antonio,Queens,Long Island City,40.75487,-73.93105,United States,US,0,moderate,Private room,2022,102.0,20.0,1.0,11.0,2019-07-01
"Roomy FiDi 1BR w/ Gym, Roof deck + Doorman by Blueground",89232931831,verified,Blueground,Manhattan,Financial District,40.70427,-74.00964,United States,US,0,flexible,Entire home/apt,2005,758.0,152.0,30.0,1.0,2018-11-03
Small Bedroom in Beautiful Duplex,84846381753,verified,Andrea,Brooklyn,Bedford-Stuyvesant,40.67812,-73.9168,United States,US,1,strict,Private room,2019,1169.0,234.0,3.0,7.0,2019-06-27
relaxing bed and breakfast feel apartment.,38449017732,verified,Kathy,Brooklyn,Gravesend,40.58771,-73.966,United States,US,1,moderate,Entire home/apt,2011,1039.0,208.0,2.0,1.0,2019-06-23
When modern renovation meets prewar details,51834166232,verified,R R,Brooklyn,Fort Greene,40.69032,-73.97678,United States,US,0,strict,Entire home/apt,2020,427.0,85.0,3.0,16.0,2019-06-23
Respectful Beautiful Harlem Room,33877065089,verified,SamariSankofa,Manhattan,Harlem,40.81047,-73.94042,United States,US,1,flexible,Private room,2015,756.0,151.0,1.0,19.0,2019-05-26
Brooklyn Apartment,4692813543,unconfirmed,James,Brooklyn,Bushwick,40.70156,-73.91329,United States,US,1,flexible,Private room,2004,572.0,114.0,1.0,14.0,2019-05-28
Queens Apartment downtown flushing,3450161103,verified,Ajay,Queens,Flushing,40.75831,-73.82776,United States,US,0,flexible,Private room,2019,304.0,61.0,1.0,37.0,2019-06-21
1.5 Brooklyn Apartment w/ Private Backyard,73158989613,verified,Chloe,Brooklyn,Clinton Hill,40.69343,-73.96387,United States,US,0,strict,Entire home/apt,2015,529.0,106.0,1.0,3.0,2018-10-09
Cozy Bushwick apartment with backyard!,88414647931,unconfirmed,Nicole,Brooklyn,Bushwick,40.69552,-73.92341,United States,US,1,flexible,Entire home/apt,2014,1009.0,202.0,2.0,3.0,2018-10-14
Comfy and cute UWS bedroom,78908156256,unconfirmed,Enrique,Manhattan,Upper West Side,40.80313,-73.96745,United States,US,0,moderate,Private room,2009,334.0,67.0,3.0,1.0,2018-12-31
Beautiful Brown stone in Central Park West,52951110149,verified,Robert,Manhattan,Upper West Side,40.78786,-73.96837,United States,US,0,strict,Entire home/apt,2014,1086.0,217.0,2.0,39.0,2019-07-02
Hip Apartment in Brooklyn w/ lots of amenities,86823226035,unconfirmed,Sam,Brooklyn,Bedford-Stuyvesant,40.67765,-73.92345,United States,US,0,strict,Entire home/apt,2015,543.0,109.0,2.0,17.0,2019-06-24
Resort style living. Ferry to city 5 min walk.,67045924828,verified,Jonathan,Bronx,Clason Point,40.80644,-73.8518,United States,US,0,strict,Private room,2021,272.0,54.0,2.0,33.0,2019-06-22
Sonder | Madison Ave | Cozy 1BR + Gym,45903599101,unconfirmed,Sonder,Manhattan,Midtown,40.7468,-73.98329,United States,US,1,strict,Entire home/apt,2006,1049.0,210.0,29.0,0.0,
Cozy Chelsea Downtown Studio w/ Private Backyard,50180590065,verified,Carrie,Manhattan,Chelsea,40.74363,-74.0022,United States,US,1,strict,Entire home/apt,2016,1085.0,217.0,2.0,60.0,2019-06-30
Sonder | 180 Water | Beautiful Studio + Rooftop,26983059143,verified,Sonder,Manhattan,Financial District,40.70619,-74.0064,United States,US,1,flexible,Entire home/apt,2003,443.0,89.0,29.0,1.0,2019-05-18
Bright Spacious Apt [20 mins - Manhattan],91478020851,verified,Kalaya'An,Queens,Jackson Heights,40.74691,-73.89193,United States,US,0,strict,Private room,2012,670.0,134.0,2.0,3.0,2018-10-02
Spacious One-Bedroom apartment - Manhattan,65983222743,verified,Axelle,Manhattan,Washington Heights,40.85508,-73.92779,United States,US,1,moderate,Entire home/apt,2018,293.0,59.0,2.0,9.0,2019-07-07
SPACIOUS AND PRIVATE BEDROOM NEW YORK,23387504514,unconfirmed,Samuel,Queens,Jackson Heights,40.75061,-73.89364,United States,US,0,strict,Private room,2021,761.0,152.0,1.0,50.0,2019-06-24
Cozy apt. with private room on UWS. Low price!,41977539316,verified,Ram Anthonie,Manhattan,Upper West Side,40.79918,-73.9622,United States,US,1,flexible,Private room,2022,823.0,165.0,1.0,25.0,2019-03-21
Beautiful & Central Manhattan 1 Bedroom Apt,11358636889,unconfirmed,V,Manhattan,Harlem,40.80375,-73.95501,United States,US,0,flexible,Entire home/apt,2009,937.0,187.0,2.0,20.0,2019-06-23
Sunny Prospect Park Studio,45462063923,unconfirmed,Justin,Brooklyn,Prospect-Lefferts Gardens,40.66021,-73.95982,United States,US,1,flexible,Entire home/apt,2013,558.0,112.0,3.0,18.0,2019-06-20
Private Room in Prime Crown Heights Location!,94673709362,unconfirmed,Nina,Brooklyn,Crown Heights,40.67613,-73.94578,United States,US,0,flexible,Private room,2005,97.0,19.0,2.0,25.0,2019-06-25
Luxurious+spacious room 10 mins from UES,97670831273,verified,Pm,Bronx,Mott Haven,40.8106,-73.91667,United States,US,1,strict,Private room,2021,630.0,126.0,1.0,16.0,2019-05-26
靠近机场交通购物两便利房间#1,24042726375,unconfirmed,Minying,Queens,Ozone Park,40.67807,-73.8486,United States,US,0,moderate,Private room,2019,892.0,178.0,1.0,6.0,2019-01-02
LOFT EXPERIENCE IN HEART OF WILLIAMSBURG,81563470457,verified,Hugo,Brooklyn,Williamsburg,40.70952,-73.96267,United States,US,1,flexible,Entire home/apt,2009,887.0,177.0,7.0,1.0,2018-09-28
Beautiful & Bright One-Bedroom in Hells Kitchen,15659077519,unconfirmed,Michael,Manhattan,Hell's Kitchen,40.76596,-73.98846,United States,US,1,flexible,Entire home/apt,2022,903.0,181.0,7.0,5.0,2019-04-19
"Large, Fully Furnished, Quiet 1 Bedroom Apt.",74272012986,unconfirmed,Rebecca,Brooklyn,Flatbush,40.64831,-73.95788,United States,US,1,strict,Entire home/apt,2010,974.0,195.0,30.0,0.0,
KING Room w Private Entrance - Times Square,61483032593,verified,Prav,Manhattan,Hell's Kitchen,40.75759,-73.99006,United States,US,1,moderate,Private room,2012,1168.0,234.0,3.0,72.0,2019-06-23
Private bed/ bath in classic Upper West Side apt.,28519705167,unconfirmed,Jeff,Manhattan,Upper West Side,40.79103,-73.97632,United States,US,1,flexible,Private room,2003,1040.0,208.0,1.0,59.0,2019-07-04
Sonder | 21 Chelsea | Desirable 1BR + Rooftop,26919596205,verified,Sonder,Manhattan,Chelsea,40.741,-73.99456,United States,US,0,flexible,Entire home/apt,2017,1131.0,226.0,29.0,1.0,2019-03-31
Sonder | 180 Water | Sophisticated 2BR + Rooftop,72055784762,verified,Sonder,Manhattan,Financial District,40.70611,-74.00626,United States,US,1,moderate,Entire home/apt,2018,426.0,85.0,29.0,0.0,
Ruby Bedroom,62323637691,unconfirmed,Melissa,Brooklyn,Bedford-Stuyvesant,40.69406,-73.95665,United States,US,1,moderate,Private room,2009,585.0,117.0,2.0,22.0,2019-06-16
Sonder | 180 Water | Airy 2BR + Rooftop,38329339343,unconfirmed,Sonder,Manhattan,Financial District,40.70798,-74.00591,United States,US,0,strict,Entire home/apt,2022,543.0,109.0,29.0,0.0,
Chez Jesse Vacation Spot,52260172163,unconfirmed,Jesse,Manhattan,East Harlem,40.80656,-73.93709,United States,US,0,flexible,Private room,2016,55.0,11.0,2.0,1.0,2019-07-01
Astoria Cozy 2 Bedrooms Apartment,67437340120,verified,Edgard,Queens,Astoria,40.76317,-73.91124,United States,US,0,moderate,Entire home/apt,2006,120.0,24.0,5.0,1.0,2018-09-30
LUXURY 1 BR ON WEST 48TH ST-POOL/GYM/CLUB HOUSE,7284623405,verified,Pranjal,Manhattan,Theater District,40.76106,-73.98574,United States,US,1,strict,Entire home/apt,2015,154.0,31.0,30.0,0.0,
Room in Brooklyn,89958669610,verified,Yordanos,Brooklyn,Bushwick,40.69748,-73.92319,United States,US,0,flexible,Private room,2007,81.0,16.0,2.0,2.0,2018-09-10
Intimate SIngle Room in Bushwick!,62164058668,verified,Brian,Brooklyn,Bushwick,40.6914,-73.90388,United States,US,1,strict,Private room,2009,150.0,30.0,2.0,21.0,2019-06-11
Spacious 1 bedroom apartment in HEART of Manhattan,63132077107,unconfirmed,Chris,Manhattan,Murray Hill,40.74657,-73.97539,United States,US,0,moderate,Entire home/apt,2021,920.0,184.0,2.0,10.0,2019-06-29
Fun Leffert's Gardens Suite,85806321241,verified,Jonathan,Brooklyn,Prospect-Lefferts Gardens,40.66068,-73.9504,United States,US,1,moderate,Private room,2010,1104.0,221.0,1.0,31.0,2019-05-09
Stunning Brand New Apartment 35m to NYC!!!,56520698800,unconfirmed,Kay,Brooklyn,Cypress Hills,40.68287,-73.88578,United States,US,0,strict,Entire home/apt,2005,93.0,19.0,2.0,3.0,2019-04-21
Brooklyn Apartment,72143676807,verified,Tyson,Brooklyn,Williamsburg,40.71201,-73.94474,United States,US,0,strict,Entire home/apt,2022,217.0,43.0,3.0,1.0,2018-10-08
Cozy private room,87963729210,unconfirmed,Alexandra,Queens,Astoria,40.76605,-73.908,United States,US,0,flexible,Private room,2016,1153.0,231.0,3.0,15.0,2019-04-10
"Renovated, Stylish Apt! Next to Prospect Park",43495480163,unconfirmed,Claire,Brooklyn,Prospect-Lefferts Gardens,40.66159,-73.95921,United States,US,1,flexible,Entire home/apt,2010,661.0,132.0,3.0,11.0,2019-03-25
"Beautiful Basement Apt in Fresh Meadows, Queens",40416359452,unconfirmed,Gail,Queens,Fresh Meadows,40.72717,-73.79055,United States,US,0,flexible,Entire home/apt,2018,847.0,169.0,1.0,45.0,2019-06-20
Cozy Convenient Brooklyn One Bedroom,16140984063,unconfirmed,Ambre,Brooklyn,Bedford-Stuyvesant,40.68195,-73.95328,United States,US,0,moderate,Entire home/apt,2005,213.0,43.0,3.0,0.0,
Cozy 1 BDRM in Union Square,2882720723,unconfirmed,Sara,Manhattan,Chelsea,40.73642,-73.9924,United States,US,0,strict,Entire home/apt,2005,170.0,34.0,1.0,0.0,
Luxury Manhattan Loft w Huge Private Back Yard,47021231702,unconfirmed,Selma,Manhattan,Gramercy,40.73449,-73.98473,United States,US,1,strict,Entire home/apt,2022,298.0,60.0,1.0,28.0,2019-06-27
Cozy 1st fl spacious bdrm in 3 bdrm New York Apt,7803240315,unconfirmed,Jessi,Manhattan,East Harlem,40.79726,-73.93164,United States,US,1,flexible,Private room,2016,703.0,141.0,2.0,23.0,2019-06-19
Private bedroom in Brooklyn apartment,60561255812,unconfirmed,Danila,Brooklyn,Bedford-Stuyvesant,40.6814,-73.94975,United States,US,1,strict,Private room,2022,809.0,162.0,2.0,15.0,2019-07-07
"Girls House -  ""Dandelion"" Single Bed 紐約民宿",50037239243,verified,Tong,Brooklyn,Cypress Hills,40.68276,-73.8708,United States,US,1,strict,Shared room,2011,521.0,104.0,4.0,19.0,2019-06-26
West Village Dream - sunny bedroom,66471754335,unconfirmed,Camille,Manhattan,West Village,40.73039,-74.00208,United States,US,1,moderate,Private room,2009,322.0,64.0,5.0,4.0,2019-05-13
"Girls House - ""Azalea"" Loft Upper Bed 紐約民宿",37631535749,unconfirmed,Tong,Brooklyn,Cypress Hills,40.68385,-73.87088,United States,US,1,strict,Shared room,2006,940.0,188.0,1.0,26.0,2019-06-30
1br apt in Ditmars/Astoria,21388962388,unconfirmed,Andi,Queens,Ditmars Steinway,40.7787,-73.9093,United States,US,1,flexible,Entire home/apt,2009,1146.0,229.0,4.0,2.0,2018-09-09
APARTAMENTO EN JACKSON HGTS,81782331540,verified,Martha Liliana,Queens,East Elmhurst,40.75727,-73.88346,United States,US,0,strict,Private room,2013,367.0,73.0,2.0,1.0,2018-09-23
"Girls House - ""Bauhinia"" Lower Bed 紐約民宿",79473659288,verified,Tong,Brooklyn,Cypress Hills,40.68217,-73.8723,United States,US,0,moderate,Shared room,2015,1095.0,219.0,1.0,25.0,2019-06-19
Manhattan theater district,83887333228,verified,Marina,Manhattan,Hell's Kitchen,40.75819,-73.99347,United States,US,0,strict,Entire home/apt,2011,966.0,193.0,29.0,3.0,2019-05-23
Cozy Room on the Upper East Side,597463874,verified,Margaret,Manhattan,Upper East Side,40.77006,-73.95589,United States,US,0,flexible,Private room,2019,245.0,49.0,1.0,0.0,
1 Bed Apartment in the heart of Brooklyn,19766993346,unconfirmed,Ben,Brooklyn,Bushwick,40.70642,-73.92165,United States,US,1,flexible,Entire home/apt,2018,331.0,66.0,2.0,1.0,2018-09-03
Lefferts Gardens Enclave,40385848136,unconfirmed,Richard,Brooklyn,Prospect-Lefferts Gardens,40.66002,-73.9482,United States,US,1,moderate,Entire home/apt,2017,1063.0,213.0,1.0,2.0,2019-07-01
"Home sweet home
&(QTPOC artistic safe space)",10440468695,verified,Naomi,Brooklyn,Bedford-Stuyvesant,40.68804,-73.94591,United States,US,1,strict,Private room,2007,546.0,109.0,1.0,16.0,2019-06-16
Cozy 1BR Apartment in East Village,56922520968,unconfirmed,Jessica,Manhattan,East Village,40.72244,-73.98194,United States,US,1,strict,Entire home/apt,2009,528.0,106.0,4.0,5.0,2018-12-03
PRIME location 2min to train 20min Manhattan,55856898155,unconfirmed,Hiroki,Queens,Woodside,40.74408,-73.90498,United States,US,1,flexible,Private room,2021,625.0,125.0,30.0,2.0,2019-01-14
Idyllic West Village Full 2 bedroom,76716555928,unconfirmed,Julianne,Manhattan,West Village,40.73281,-74.00688,United States,US,1,flexible,Entire home/apt,2016,257.0,51.0,4.0,5.0,2019-05-26
"Luxury modern oasis, 1 stop from Manhattan",71118046192,unconfirmed,Aj,Queens,Long Island City,40.74726,-73.94074,United States,US,1,moderate,Entire home/apt,2022,625.0,125.0,2.0,9.0,2019-03-25
Bed-Stuy one bedroom with Balcony,86963514805,unconfirmed,Nazanin,Brooklyn,Bedford-Stuyvesant,40.67999,-73.94618,United States,US,0,strict,Entire home/apt,2021,123.0,25.0,21.0,2.0,2019-03-15
Upper West Side 1 Bedroom Apt near Central Park,72704321052,verified,Amita,Manhattan,Upper West Side,40.78333,-73.98089,United States,US,1,strict,Entire home/apt,2008,88.0,18.0,4.0,6.0,2018-11-18
Your home away from home!!,80784530514,unconfirmed,Wendy,Brooklyn,Crown Heights,40.67737,-73.94034,United States,US,0,moderate,Entire home/apt,2005,285.0,57.0,3.0,32.0,2019-06-16
Brooklyn Guest Suite,89403200845,unconfirmed,Jean,Brooklyn,East Flatbush,40.65329,-73.92756,United States,US,1,moderate,Shared room,2022,765.0,153.0,7.0,1.0,2018-09-28
"Warm, Bright and JUST RIGHT!
Brownstone",77952378380,unconfirmed,Ronald,Brooklyn,Bedford-Stuyvesant,40.68723,-73.92003,United States,US,0,moderate,Private room,2013,647.0,129.0,1.0,16.0,2019-06-24
"Relaxation Station :-D
Brownstone",83280629449,verified,Ronald,Brooklyn,Bedford-Stuyvesant,40.68563,-73.92193,United States,US,1,flexible,Private room,2014,797.0,159.0,1.0,24.0,2019-07-01
Private Double Room in the heart of Williamsburg,69051530758,verified,Adham,Brooklyn,Williamsburg,40.71884,-73.95825,United States,US,0,moderate,Private room,2009,260.0,52.0,1.0,46.0,2019-06-23
Upscale Living. Home Away from Home.,72100387263,verified,Ade,Queens,Springfield Gardens,40.6675,-73.75245,United States,US,1,flexible,Entire home/apt,2006,616.0,123.0,2.0,30.0,2019-06-30
New York Apartment,55653662278,verified,Kristianne,Manhattan,East Harlem,40.79009,-73.94741,United States,US,1,flexible,Private room,2019,436.0,87.0,2.0,0.0,
Large & Luxury One Bedroom Apartment on 34th St,36793342356,unconfirmed,Juline,Manhattan,Murray Hill,40.74433,-73.97416,United States,US,0,flexible,Entire home/apt,2018,529.0,106.0,7.0,6.0,2019-06-20
Garden Loft Manhattan Apartment,47529155609,verified,Florence,Manhattan,Harlem,40.81084,-73.94482,United States,US,0,moderate,Entire home/apt,2017,1040.0,208.0,30.0,9.0,2019-06-22
"Large, Sunny Retreat- B/Q subway, Prospect Park!",37768797283,unconfirmed,Jewel,Brooklyn,Flatbush,40.65131,-73.96307,United States,US,0,moderate,Private room,2013,1047.0,209.0,1.0,31.0,2019-07-02
"Spacious, Bright Duplex Apartment with a Skylight",62490358524,unconfirmed,Porsha & Jordan,Brooklyn,Crown Heights,40.67,-73.95091,United States,US,0,moderate,Entire home/apt,2013,972.0,194.0,2.0,0.0,
Casas familiar,2097834171,unconfirmed,Camilo,Bronx,Concourse,40.83659,-73.91777,United States,US,0,strict,Private room,2014,1180.0,236.0,1.0,1.0,2018-10-13
Cozy Room close to subway and park,62240170718,unconfirmed,Mariana,Brooklyn,Flatbush,40.65193,-73.96401,United States,US,1,moderate,Private room,2008,395.0,79.0,5.0,1.0,2018-09-23
EAST VILLAGE E12TH ST-TOP FLOOR 2 BR APT,88369955412,unconfirmed,Pranjal,Manhattan,East Village,40.73087,-73.98631,United States,US,0,moderate,Entire home/apt,2011,687.0,137.0,30.0,0.0,
"A COZY COMFY ROOM NEAR THE BEACH,STORES AND JFK",69789153040,verified,Olayode,Queens,Arverne,40.59194,-73.8,United States,US,1,strict,Private room,2008,231.0,46.0,1.0,44.0,2019-07-01
Chic UWS Apt - 1 block from Central Park!,55144531474,unconfirmed,Sarah,Manhattan,Upper West Side,40.78517,-73.97672,United States,US,0,moderate,Entire home/apt,2010,242.0,48.0,5.0,4.0,2018-10-09
"Kosher, newly renovated, stylish 1 bedroom",58356608296,unconfirmed,Melissa,Brooklyn,Crown Heights,40.66891,-73.93495,United States,US,0,strict,Entire home/apt,2007,1014.0,203.0,3.0,2.0,2018-12-30
Harlem Green - City College,94075715298,verified,James,Manhattan,Harlem,40.82175,-73.95109,United States,US,1,moderate,Private room,2006,453.0,91.0,2.0,57.0,2019-06-28
Airy 1 Bedroom Flat in Vinegar Hill Townhouse,86500487744,verified,Nick,Brooklyn,Navy Yard,40.70375,-73.97979,United States,US,1,strict,Entire home/apt,2008,328.0,66.0,3.0,0.0,
Harlem White - City College,48358461747,unconfirmed,James,Manhattan,Harlem,40.82162,-73.94902,United States,US,0,strict,Shared room,2021,984.0,197.0,2.0,54.0,2019-06-26
Newly built 1 BR apartment with private rooftop!,6870669188,verified,Soheil,Brooklyn,Bushwick,40.69452,-73.9082,United States,US,0,moderate,Entire home/apt,2018,861.0,172.0,5.0,8.0,2019-04-26
Queens Beauty Close to Manhattan,6878595394,unconfirmed,Howard,Queens,Ozone Park,40.67616,-73.86016,United States,US,1,moderate,Entire home/apt,2011,966.0,193.0,4.0,12.0,2019-06-19
Nice & Cozy manhattan apartment,88112591269,unconfirmed,Prez,Manhattan,Harlem,40.80281,-73.94748,United States,US,0,strict,Entire home/apt,2008,638.0,128.0,1.0,2.0,2018-10-28
J- HOTEL STYLE SHARE ROOM FOR 2PPL FREE CABLE WIFI,46026198290,verified,Nikole,Queens,South Ozone Park,40.67181,-73.79622,United States,US,0,moderate,Shared room,2014,316.0,63.0,4.0,0.0,
"Queens, Astoria - Apartment & Room with NYC view.",1910880261,verified,James,Queens,Astoria,40.76768,-73.92001,United States,US,1,moderate,Private room,2020,336.0,67.0,4.0,10.0,2019-07-04
